gene_a,gene_a.identifier,gene_b,gene_b.identifier,SL.cellline,pubmed_id,source,sl_score,sl,combined_score,reactome,corum,go_F,go_C,go_P,kegg,all,gene_a_encoder,gene_b_encoder
CAMK2G,818,MAPKAPK2,9261,,28319085,CRISPR/CRISPRi,0.68,1,173.0,6,0,4,3,2,2,6,1031,4663
CAMK2G,818,UMPS,7372,,28319085,CRISPR/CRISPRi,0.68,1,0.0,0,0,0,2,0,0,2,1031,9168
CAMK2G,818,PDGFRA,5156,,20609354,GenomeRNAi,0.44,1,0.0,10,0,3,3,0,4,5,1031,5968
CAMK2G,818,MAP3K8,1326,,28319085,CRISPR/CRISPRi,0.68,1,0.0,2,0,2,1,1,1,6,1031,4639
CAMK2G,818,FN3K,64122,,28319085,CRISPR/CRISPRi,0.68,1,0.0,0,0,1,1,0,0,3,1031,2941
CAMK2G,818,PTPRE,5791,,28319085,CRISPR/CRISPRi,0.68,1,0.0,0,0,1,1,1,0,4,1031,6698
CAMK2G,818,HMGA1,3159,,31300006,CRISPR/CRISPRi,0.01,1,0.0,3,0,1,2,0,0,4,1031,3589
CAMK2G,818,MYC,4609,,22623531,Text Mining,0.4,1,0.0,9,0,1,1,0,4,5,1031,5125
CAMK2G,818,SLC22A2,6582,,20609354,GenomeRNAi,0.44,1,0.0,3,0,0,1,0,0,3,1031,7679
CAMK2G,818,NR5A1,2516,,28319085,CRISPR/CRISPRi,0.68,1,0.0,3,0,1,1,0,1,5,1031,5513
CAMK2G,818,PKLR,5313,,28319085,CRISPR/CRISPRi,0.68,1,0.0,0,0,2,2,0,0,3,1031,6181
CAMK2G,818,CYP3A5,1577,,20609354,GenomeRNAi,0.44,1,0.0,0,0,1,0,0,0,2,1031,1935
CAMK2G,818,PTGS1,5742,,20609354,GenomeRNAi,0.44,1,0.0,0,0,1,1,0,0,3,1031,6666
CAMK2G,818,CYP3A7,1551,,20609354,GenomeRNAi,0.44,1,0.0,0,0,0,0,0,0,0,1031,1936
CAMK2G,818,LTC4S,4056,,28319085,CRISPR/CRISPRi,0.68,1,0.0,0,0,2,0,0,0,2,1031,4534
CAMK2G,818,PRSS8,5652,,28319085,CRISPR/CRISPRi,0.68,1,0.0,0,0,1,0,0,0,2,1031,6586
CAMK2G,818,MAP3K4,4216,,28319085,CRISPR/CRISPRi,0.68,1,0.0,0,0,2,1,0,2,4,1031,4635
CAMK2G,818,KIT,3815,,20609354,GenomeRNAi,0.44,1,0.0,13,0,3,0,0,3,4,1031,4186
CAMK2G,818,SSTR4,6754,,28319085,CRISPR/CRISPRi,0.68,1,0.0,4,0,0,2,0,0,3,1031,8116
CAMK2G,818,DDR1,780,,20609354,GenomeRNAi,0.44,1,0.0,0,0,2,0,0,1,3,1031,2028
CAMK2G,818,LCK,3932,,28319085,CRISPR/CRISPRi,0.68,1,209.0,6,0,3,1,2,1,6,1031,4346
CAMK2G,818,PTEN,5728,,26427375,computer analysis,0.3,1,0.0,9,0,2,4,2,2,6,1031,6654
CAMK2G,818,CYP2C9,1559,,20609354,GenomeRNAi,0.44,1,0.0,0,0,0,1,0,0,2,1031,1928
A2ML1,144568,MAST2,23139,,29959327,ISLE,0.3,1,0.0,0,0,0,0,0,0,0,2,4686
A2ML1,144568,KRAS,3845,,19490893,GenomeRNAi,0.452,1,239.0,0,0,0,0,0,0,0,2,4255
A2ML1,144568,NRAS,4893,,19490893,GenomeRNAi,0.452,1,230.0,0,0,0,1,0,0,2,2,5515
A2ML1,144568,HRAS,3265,,19490893,GenomeRNAi,0.452,1,261.0,0,0,0,0,0,0,0,2,3671
RSPH1,89765,RTN4,57142,,29959327,ISLE,0.3,1,0.0,0,0,1,0,0,0,2,7280,7297
RSPH1,89765,TSC22D2,9819,,29959327,ISLE,0.3,1,0.0,0,0,0,0,0,0,0,7280,8938
DDX18,8886,HSPD1,3329,,25171417,Daisy,0.2,1,250.0,0,0,3,1,0,0,3,2034,3716
DDX18,8886,MRPS35,60488,,31300006,CRISPR/CRISPRi,0.16,1,0.0,0,0,1,0,0,0,2,2034,5023
DDX18,8886,NUP54,53371,,31300006,CRISPR/CRISPRi,0.25,1,200.0,0,0,1,0,0,0,2,2034,5600
DDX18,8886,NFE2L1,4779,,31300006,CRISPR/CRISPRi,0.23,1,0.0,0,0,1,0,0,0,2,2034,5356
DDX18,8886,MRPS11,64963,,31300006,CRISPR/CRISPRi,0.17,1,0.0,0,0,2,0,0,0,2,2034,5002
DDX18,8886,NCAPD2,9918,,31300006,CRISPR/CRISPRi,0.15,1,0.0,0,0,1,1,0,0,3,2034,5234
DDX18,8886,SSB,6741,,25171417,Daisy,0.2,1,625.0,0,0,2,0,0,0,2,2034,8102
DDX18,8886,XRN2,22803,,31300006,CRISPR/CRISPRi,0.2,1,339.0,0,0,2,2,0,1,4,2034,9451
DDX18,8886,XRCC5,7520,,25171417,Daisy,0.2,1,270.0,0,0,3,2,0,0,3,2034,9448
DDX18,8886,KCTD10,83892,,31300006,CRISPR/CRISPRi,0.18,1,0.0,0,0,1,0,0,0,2,2034,4099
DDX18,8886,METAP2,10988,,31300006,CRISPR/CRISPRi,0.26,1,537.0,0,0,2,0,0,0,2,2034,4796
DDX18,8886,MRPL36,64979,,31300006,CRISPR/CRISPRi,0.15,1,0.0,0,0,1,0,0,0,2,2034,4984
LRRTM2,26045,NRAS,4893,,19490893,GenomeRNAi,0.449,1,0.0,1,0,1,0,0,0,3,4508,5515
HEXB,3074,MGAT4B,11282,,25171417,Daisy,0.2,1,0.0,1,0,2,0,0,1,4,3534,4823
ADAM9,3074,HEXB,8754,,25171417,computer analysis,0.3,1,0.0,0,0,1,1,0,0,3,132,3534
HEXB,3074,IL6ST,3572,,25171417,Daisy,0.2,1,0.0,1,0,2,3,0,0,4,3534,3868
BRCA1,79047,KCTD15,672,,26427375,computer analysis,0.3,1,0.0,3,0,2,0,0,1,4,839,4104
EVC2,132884,KRAS,3845,,19490893,Text Mining,0.6,1,0.0,1,0,0,1,0,0,3,2638,4255
EVC2,132884,HRAS,3265,,19490893,GenomeRNAi,0.44299999999999995,1,0.0,1,0,0,1,0,0,3,2638,3671
EVC2,132884,NRAS,4893,,19490893,GenomeRNAi,0.44299999999999995,1,0.0,1,0,0,0,0,0,1,2638,5515
MORF4L2,9643,PSMD10,5716,,25171417,Daisy,0.2,1,0.0,0,0,1,1,0,0,3,4918,6621
MORF4L2,9643,NAE1,8883,,23100467,GenomeRNAi,0.629,1,0.0,0,0,1,1,0,0,3,4918,5202
MORF4L2,9643,MYC,4609,,22157079,GenomeRNAi,0.545,1,0.0,0,0,1,2,1,0,4,4918,5125
EFEMP1,2202,OSMR,9180,,25171417,Daisy,0.2,1,0.0,0,0,1,0,0,0,2,2387,5738
EFEMP1,2202,MRPS18A,55168,,29959327,ISLE,0.3,1,0.0,0,0,0,0,0,0,0,2387,5008
EFEMP1,2202,PHLDB2,90102,,25171417,Daisy,0.2,1,0.0,0,0,1,0,0,1,3,2387,6100
EFEMP1,2202,EXT1,2131,,25171417,Daisy,0.2,1,0.0,0,0,0,0,0,0,0,2387,2664
KTN1,3895,SLCO4A1,28231,,29959327,ISLE,0.3,1,0.0,0,0,1,1,0,0,3,4290,7831
CPB1,1360,GSTP1,2950,,29959327,ISLE,0.3,1,0.0,0,0,1,1,0,0,3,1713,3390
CPB1,1360,ZNF581,51545,,29959327,ISLE,0.3,1,0.0,0,0,1,0,0,0,2,1713,9756
NDUFB4,4710,TUBGCP3,10426,,31300006,CRISPR/CRISPRi,0.15,1,0.0,0,0,0,0,0,0,0,5293,9028
NDUFB4,4710,POLN,353497,,31300006,CRISPR/CRISPRi,0.19,1,0.0,0,0,0,0,0,0,0,5293,6334
NDUFB4,4710,OGFOD1,55239,,31300006,CRISPR/CRISPRi,0.33,1,0.0,0,0,0,0,0,0,0,5293,5642
GTF2B,2959,NUP42,11097,,25171417,computer analysis,0.3,1,162.0,6,0,1,2,1,0,5,3394,5598
GTF2B,2959,NRAS,4893,,19490893,GenomeRNAi,0.452,1,0.0,1,0,1,0,0,1,4,3394,5515
GTF2B,2959,HRAS,3265,,19490893,GenomeRNAi,0.452,1,240.0,1,0,1,1,0,1,5,3394,3671
GTF2B,2959,KRAS,3845,,19490893,GenomeRNAi,0.452,1,0.0,3,0,1,0,0,1,4,3394,4255
FNTA,2959,GTF2B,2339,,25171417,computer analysis,0.3,1,0.0,0,0,1,0,0,0,2,2946,3394
GTF2B,2959,MYC,4609,,22157079,GenomeRNAi,0.491,1,0.0,3,0,2,2,0,0,4,3394,5125
AKAP8,10270,TMEM161A,54929,,25171417,Daisy,0.2,1,0.0,0,0,1,0,0,0,2,250,8628
AKAP8,10270,ELL,8178,,25171417,Daisy,0.2,1,0.0,0,0,1,1,0,0,3,250,2470
AKAP8,10270,CHERP,10523,,25171417,Daisy,0.2,1,0.0,0,0,2,2,0,0,3,250,1464
AKAP8,10270,RAB8A,4218,,25171417,Daisy,0.2,1,0.0,0,0,1,0,0,0,2,250,6781
AKAP8,10270,GTPBP3,84705,,25171417,Daisy,0.2,1,0.0,0,0,1,1,0,0,3,250,3411
AKAP8,10270,TP53,7157,,26427375,computer analysis,0.3,1,0.0,0,0,3,5,1,0,4,250,8792
AKAP8,10270,HNRNPM,4670,,25171417,Daisy,0.2,1,180.0,0,0,2,5,0,0,3,250,3619
HYAL1,90268,OTULIN,3373,,29959327,ISLE,0.3,1,0.0,0,0,0,1,0,0,2,3740,5750
OTULIN,90268,SLC37A1,54020,,29959327,ISLE,0.3,1,0.0,0,0,0,0,0,0,0,5750,7765
MYC,90268,OTULIN,4609,,22157079,GenomeRNAi,0.536,1,0.0,3,0,1,0,0,0,3,5125,5750
GRHL1,29841,NRAS,4893,,19490893,GenomeRNAi,0.44299999999999995,1,0.0,0,0,1,0,0,0,2,3339,5515
GRHL1,29841,HRAS,3265,,19490893,GenomeRNAi,0.44299999999999995,1,0.0,0,0,1,2,1,0,4,3339,3671
GRHL1,29841,KRAS,3845,,19490893,Text Mining,0.6,1,0.0,0,0,1,1,0,0,3,3339,4255
KCNA10,3744,NRAS,4893,,19490893,GenomeRNAi,0.446,1,0.0,1,0,1,1,0,0,4,4058,5515
KCNA10,3744,KRAS,3845,,19490893,Text Mining,0.6,1,0.0,0,0,1,1,0,0,3,4058,4255
DPPA5,340168,QSOX1,5768,,29959327,ISLE,0.3,1,0.0,0,0,0,0,0,0,0,2254,6742
PPCS,79717,RPA3,6119,,31300006,CRISPR/CRISPRi,0.16,1,0.0,0,0,0,0,0,0,0,6392,7145
PPCS,79717,PPP2R1A,5518,,31300006,CRISPR/CRISPRi,0.21,1,0.0,1,0,0,3,0,0,3,6392,6449
PPCS,79717,TTC4,7268,,31300006,CRISPR/CRISPRi,0.17,1,0.0,0,0,0,2,0,0,2,6392,8992
PPCS,79717,TRNAU1AP,54952,,31300006,CRISPR/CRISPRi,0.74,1,0.0,0,0,0,2,0,0,2,6392,8915
PPCS,79717,TNNI3K,51086,,25171417,Daisy,0.2,1,0.0,0,0,1,2,0,0,3,6392,8750
PPCS,79717,SPAG7,9552,,31300006,CRISPR/CRISPRi,0.38,1,0.0,0,0,0,1,0,0,2,6392,7991
PPCS,79717,TUBGCP3,10426,,31300006,CRISPR/CRISPRi,0.39,1,0.0,0,0,0,2,0,0,2,6392,9028
PPCS,79717,TRRAP,8295,,31300006,CRISPR/CRISPRi,0.42,1,0.0,0,0,0,1,0,0,2,6392,8934
GOT2,2806,HRAS,3265,,19490893,GenomeRNAi,0.44,1,224.0,0,0,0,1,0,0,2,3255,3671
GOT2,2806,KRAS,3845,,19490893,Text Mining,0.6,1,187.0,0,0,0,2,1,0,3,3255,4255
GOT2,2806,NRAS,4893,,19490893,GenomeRNAi,0.44,1,0.0,0,0,0,2,0,0,2,3255,5515
AMT,275,PTEN,5728,,26427375,computer analysis,0.3,1,0.0,1,0,0,2,0,0,3,324,6654
ANTKMT,65990,STUB1,10273,,25171417,Daisy,0.2,1,198.0,0,0,1,0,0,0,2,378,8206
ANTKMT,65990,MPG,4350,,25171417,Daisy,0.2,1,175.0,0,0,1,0,0,0,2,378,4925
MRPL37,51253,POLR2E,5434,,25171417,computer analysis,0.3,1,0.0,0,0,0,0,0,0,0,4985,6344
MRPL37,51253,NOC2L,26155,,25171417,Daisy,0.2,1,0.0,0,0,1,0,0,0,2,4985,5433
MRPL37,51253,NACA,4666,,31300006,CRISPR/CRISPRi,0.08,1,0.0,0,0,0,0,0,0,0,4985,5197
MRPL37,51253,NFE2L1,4779,,31300006,CRISPR/CRISPRi,0.16,1,0.0,0,0,0,0,0,0,0,4985,5356
MRPL37,51253,MRPL38,64978,,25171417,computer analysis,0.3,1,998.0,6,2,0,3,2,1,6,4985,4986
MRPL37,51253,REXO2,25996,,31300006,CRISPR/CRISPRi,0.22,1,0.0,0,0,0,1,0,0,2,4985,6979
MRPL37,51253,PGK1,5230,,31300006,CRISPR/CRISPRi,0.19,1,0.0,0,0,0,0,0,0,0,4985,6055
MRPL37,51253,TUBGCP3,10426,,31300006,CRISPR/CRISPRi,0.05,1,0.0,0,0,0,0,0,0,0,4985,9028
MRPL37,51253,SCNN1A,6337,,29959327,ISLE,0.3,1,0.0,0,0,0,0,0,0,0,4985,7404
MRPL37,51253,POLR2K,5440,,31300006,CRISPR/CRISPRi,0.03,1,0.0,0,0,0,0,0,0,0,4985,6351
APOC1,341,NRAS,4893,,19490893,GenomeRNAi,0.45799999999999996,1,0.0,2,0,1,0,0,0,3,431,5515
APOC1,341,HRAS,3265,,19490893,GenomeRNAi,0.45799999999999996,1,0.0,2,0,1,0,0,0,3,431,3671
APOC1,341,KRAS,3845,,19490893,GenomeRNAi,0.45799999999999996,1,0.0,1,0,1,0,0,0,3,431,4255
ELF2,1998,YTHDC1,91746,,25171417,Daisy,0.2,1,0.0,0,0,1,2,0,0,3,2466,9476
KRAS,5252,PHF1,3845,,22613949,Text Mining,0.6,1,0.0,1,0,1,1,0,0,4,4255,6077
PHF1,5252,PTEN,5728,,26427375,computer analysis,0.3,1,0.0,1,0,2,3,0,0,4,6077,6654
KRAS,5422,POLA1,3845,,19490893,Text Mining,0.6,1,0.0,0,0,1,1,0,0,3,4255,6315
POLA1,5422,SSBP1,6742,,31300006,CRISPR/CRISPRi,0.21,1,269.0,0,0,3,1,0,2,4,6315,8103
DCAF11,80344,RBM23,55147,,25171417,Daisy,0.2,1,0.0,0,0,1,0,0,0,2,1978,6909
DCAF11,80344,L2HGDH,79944,,25171417,Daisy,0.2,1,0.0,0,0,0,0,0,0,0,1978,4294
MARCHF5,6883,TAF12,54708,,25171417,computer analysis,0.3,1,0.0,0,0,1,0,0,0,2,4670,8316
ARF1,6883,TAF12,375,,25171417,computer analysis,0.3,1,0.0,3,0,1,0,0,0,3,456,8316
HNRNPF,6883,TAF12,3185,,25171417,computer analysis,0.3,1,0.0,0,0,2,2,0,0,3,3615,8316
SDHC,6883,TAF12,6391,,25171417,computer analysis,0.3,1,0.0,0,0,1,0,0,0,2,7429,8316
PIP5K1A,6883,TAF12,8394,,25171417,computer analysis,0.3,1,0.0,0,0,1,2,0,0,3,6159,8316
TAF12,6883,TBP,6908,,12582246,Text Mining,0.56,1,999.0,19,12,3,3,5,2,7,8316,8390
DSC2,1824,ELMO3,79767,,25171417,Daisy,0.17600000000000002,1,0.0,0,0,1,0,0,0,2,2271,2474
POP1,10940,PPBP,5473,,29959327,ISLE,0.3,1,0.0,0,0,1,1,0,0,3,6368,6391
MAPK8IP3,27352,SGSM3,23162,,25171417,computer analysis,0.3,1,0.0,0,0,1,0,0,0,2,4660,7563
MYBL2,7517,XRCC3,4605,,25171417,computer analysis,0.3,1,0.0,0,0,1,2,0,0,3,5121,9446
EEF1A1,1915,KRAS,3845,,19490893,Text Mining,0.6,1,299.0,1,0,3,4,0,1,5,2371,4255
EEF1A1,1915,HRAS,3265,,19490893,GenomeRNAi,0.47,1,313.0,2,0,3,3,0,2,5,2371,3671
EEF1A1,1915,TUBA1C,84790,,29959327,ISLE,0.3,1,521.0,6,0,3,2,0,2,5,2371,9014
EEF1A1,1915,NRAS,4893,,19490893,GenomeRNAi,0.47,1,199.0,3,0,3,3,1,2,6,2371,5515
EEF1A1,1915,NAP1L1,4673,,25171417,computer analysis,0.3,1,260.0,0,1,2,3,0,0,4,2371,5212
EEF1A1,1915,TP53,7157,,23728082,computer analysis,0.3,1,669.0,5,0,2,4,0,0,4,2371,8792
ARL8B,55207,EDEM1,9695,,25171417,Daisy,0.2,1,203.0,0,0,1,0,0,0,2,520,2364
DENND2B,6764,TIMP2,7077,,25171417,computer analysis,0.3,1,0.0,0,0,1,0,0,0,2,2072,8540
DENND2B,6764,LAMC1,3915,,25171417,computer analysis,0.3,1,0.0,0,0,0,0,0,0,0,2072,4310
MET,4233,RRM2,6241,,31300006,CRISPR/CRISPRi,0.06,1,0.0,3,0,1,0,0,0,3,4793,7264
MET,4233,ZCCHC10,54819,,29959327,ISLE,0.3,1,0.0,0,0,1,0,0,0,2,4793,9535
BCL2,4233,MET,596,,29743557,textmining,0.2,1,0.0,3,0,2,0,1,6,5,754,4793
BCL2L1,4233,MET,598,,29743557,textmining,0.2,1,452.0,7,0,2,1,0,6,5,756,4793
MET,4233,PRKAG2,51422,,25171417,Daisy,0.2,1,0.0,4,0,2,0,0,0,3,4793,6509
MET,4233,SPTBN4,57731,,29959327,ISLE,0.3,1,188.0,10,0,1,1,1,0,5,4793,8050
MET,4233,RAI14,26064,,25171417,Daisy,0.2,1,210.0,0,0,1,0,0,0,2,4793,6820
MET,4233,UPP1,7378,,25171417,Daisy,0.2,1,0.0,0,0,1,0,0,0,2,4793,9184
MET,4233,MTOR,2475,,24618813,Text Mining,0.1775,1,620.0,11,0,3,0,2,9,5,4793,5086
MET,4233,VHL,7428,,18948595,Text Mining,0.6,1,322.0,3,0,1,0,0,2,4,4793,9281
MET,4233,SMAD4,4089,,31300006,CRISPR/CRISPRi,0.91,1,427.0,7,0,2,0,1,4,5,4793,7849
MET,4233,UBE2H,7328,,25171417,Daisy,0.2,1,0.0,1,0,2,0,0,0,3,4793,9090
MET,4233,SQSTM1,8878,,25171417,Daisy,0.2,1,206.0,3,0,2,0,1,0,4,4793,8059
BRCA1,285971,ZNF775,672,,26427375,computer analysis,0.3,1,0.0,3,0,1,1,1,0,5,839,9825
BRCA1,5922,RASA2,672,,26427375,computer analysis,0.3,1,0.0,0,0,0,0,0,0,0,839,6859
ECSIT,51295,WDR83,84292,,25171417,Daisy,0.2,1,0.0,1,0,1,0,0,0,3,2358,9385
CNOT1,23019,ZNF574,64763,,31300006,CRISPR/CRISPRi,0.27,1,0.0,0,0,0,1,0,0,2,1611,9751
CNOT1,23019,HRAS,3265,,19490893,GenomeRNAi,0.551,1,176.0,0,0,1,1,0,0,3,1611,3671
CNOT1,23019,MON1B,22879,,25171417,Daisy,0.2,1,0.0,0,0,1,0,0,0,2,1611,4914
CNOT1,23019,NRAS,4893,,19490893,GenomeRNAi,0.551,1,0.0,0,0,1,1,0,0,3,1611,5515
CNOT1,23019,GNL3L,54552,,31300006,CRISPR/CRISPRi,0.15,1,0.0,0,0,2,2,0,0,3,1611,3231
CNOT1,23019,SKA3,221150,,31300006,CRISPR/CRISPRi,0.18,1,0.0,0,0,1,1,0,0,3,1611,7629
CNOT1,23019,REXO2,25996,,31300006,CRISPR/CRISPRi,0.26,1,0.0,0,0,0,1,1,1,4,1611,6979
CNOT1,23019,KCTD10,83892,,31300006,CRISPR/CRISPRi,0.23,1,0.0,0,0,1,1,0,0,3,1611,4099
CNOT1,23019,NUDC,10726,,31300006,CRISPR/CRISPRi,0.24,1,0.0,0,0,1,1,0,0,3,1611,5569
PAFAH1B3,5050,SAE1,10055,,25171417,Daisy,0.2,1,159.0,0,0,2,1,0,0,3,5793,7340
KLHDC1,122773,NAE1,8883,,23100467,GenomeRNAi,0.5,1,0.0,0,0,0,1,0,0,2,4201,5202
PTEN,27044,SND1,5728,,26427375,computer analysis,0.3,1,229.0,2,0,1,3,0,0,4,6654,7908
LDB2,9079,PBX2,5089,,25171417,computer analysis,0.3,1,0.0,0,0,1,2,1,0,4,4358,5864
CCNC,892,MRPL3,11222,,25171417,computer analysis,0.3,1,209.0,0,0,0,0,0,0,0,1177,4978
CCNC,892,RIDA,10247,,25171417,computer analysis,0.3,1,0.0,1,0,2,1,0,0,4,1177,7040
ANAPC10,892,CCNC,10393,,25171417,computer analysis,0.3,1,233.0,4,0,0,1,0,0,3,327,1177
CCNC,892,ZFAND1,79752,,25171417,computer analysis,0.3,1,172.0,0,0,1,0,0,0,2,1177,9555
CCNC,892,SCYL2,55681,,25171417,computer analysis,0.3,1,0.0,0,0,1,0,0,0,2,1177,7416
MXD1,4084,SULT1A1,6817,,29959327,ISLE,0.3,1,0.0,0,0,1,1,0,0,3,5113,8233
MXD1,4084,TRAIP,10293,,29959327,ISLE,0.3,1,0.0,0,0,1,1,0,0,3,5113,8833
MXD1,4084,RUFY1,80230,,29959327,ISLE,0.3,1,0.0,0,0,1,1,0,0,3,5113,7304
CCNF,55687,TRMU,899,,25171417,computer analysis,0.3,1,0.0,0,0,0,0,0,0,0,1184,8914
CYP2A13,1553,LIMK1,3984,,29959327,ISLE,0.3,1,0.0,0,0,0,1,0,0,2,1923,4416
CYP2A13,1553,RBM28,55131,,29959327,ISLE,0.3,1,0.0,0,0,0,0,0,0,0,1923,6913
CYP2A13,1553,PPARD,5467,,29959327,ISLE,0.3,1,0.0,1,0,0,0,0,0,1,1923,6388
ZNF566,84924,ZNF708,7562,,25171417,Daisy,0.2,1,0.0,3,0,2,1,1,2,6,9745,9808
ZNF566,84924,ZNF780B,163131,,25171417,Daisy,0.2,1,0.0,0,0,1,0,1,2,4,9745,9829
FOXH1,8928,NFATC1,4772,,29959327,ISLE,0.3,1,0.0,1,0,3,4,2,1,6,2956,5352
FOXH1,8928,TP53,7157,,26427375,computer analysis,0.3,1,183.0,1,0,7,4,3,1,6,2956,8792
ANAPC11,51529,CENPX,201254,,25171417,Daisy,0.2,1,201.0,1,0,1,1,1,0,5,328,1392
HMGB2,3148,HNRNPA1,3178,,25171417,computer analysis,0.3,1,251.0,0,0,4,3,0,0,3,3592,3607
HMGB2,3148,NAE1,8883,,23100467,GenomeRNAi,0.575,1,162.0,0,0,1,2,0,0,3,3592,5202
HMGB2,3148,SKP2,6502,,25171417,computer analysis,0.3,1,0.0,0,0,1,3,1,0,4,3592,7636
HMGB2,3148,TIMELESS,8914,,25171417,computer analysis,0.3,1,230.0,0,0,2,3,1,0,4,3592,8530
FUS,3148,HMGB2,2521,,25171417,computer analysis,0.3,1,174.0,0,0,4,3,1,0,4,2998,3592
BCLAF1,3148,HMGB2,9774,,25171417,computer analysis,0.3,1,171.0,0,0,3,3,2,0,4,767,3592
HMGB2,3148,USP37,57695,,25171417,computer analysis,0.3,1,0.0,0,0,1,2,0,0,3,3592,9217
HMGB2,3148,HNRNPA3,220988,,25171417,computer analysis,0.3,1,195.0,0,0,2,3,0,0,3,3592,3609
CLPX,81556,INTS14,10845,,25171417,Daisy,0.2,1,256.0,0,0,0,1,0,0,2,1577,3915
SLC30A9,10463,TTYH3,80727,,29959327,ISLE,0.3,1,0.0,0,0,0,0,0,1,2,7740,9010
LCP2,3937,PKD2L2,27039,,25171417,Daisy,0.2,1,0.0,0,0,0,0,0,0,0,4354,6176
CD177,57126,PARP1,142,,22192458,Text Mining,0.1775,1,0.0,0,0,1,0,0,0,2,1214,5836
CD177,57126,STAT3,6774,,22192458,Text Mining,0.1775,1,0.0,1,0,1,1,0,0,4,1214,8153
CSE1L,1434,PLK2,10769,,29959327,ISLE,0.3,1,0.0,0,0,1,3,0,1,4,1781,6250
CSE1L,1434,RRM1,6240,,17000754,GenomeRNAi,0.5,1,713.0,0,0,1,2,0,0,3,1781,7263
CSE1L,1434,SLC29A1,2030,,17000754,GenomeRNAi,0.5,1,0.0,0,0,0,1,0,0,2,1781,7724
CSE1L,1434,SLC29A2,3177,,17000754,GenomeRNAi,0.5,1,0.0,0,0,0,0,0,0,0,1781,7725
CSE1L,1434,TYMS,7298,,17000754,GenomeRNAi,0.5,1,241.0,0,0,0,3,0,0,2,1781,9056
CSE1L,1434,NRAS,4893,,19490893,GenomeRNAi,0.53,1,0.0,0,0,1,2,0,0,3,1781,5515
CSE1L,1434,NAE1,8883,,23100467,GenomeRNAi,0.611,1,289.0,0,0,1,2,0,0,3,1781,5202
CSE1L,1434,SLC28A1,9154,,17000754,GenomeRNAi,0.5,1,0.0,0,0,0,1,0,0,2,1781,7723
CSE1L,1434,KRAS,3845,,19490893,GenomeRNAi,0.53,1,0.0,0,0,1,3,0,0,3,1781,4255
CSE1L,1434,DCK,1633,,17000754,GenomeRNAi,0.5,1,0.0,0,0,0,3,0,0,2,1781,1993
CSE1L,1434,HRAS,3265,,19490893,GenomeRNAi,0.53,1,0.0,0,0,1,3,0,1,4,1781,3671
PTEN,7223,TRPC4,5728,,26427375,computer analysis,0.3,1,0.0,0,0,1,1,0,0,3,6654,8919
HLA-DOA,3111,SLC22A7,10864,,25171417,Daisy,0.2,1,0.0,0,0,1,1,0,0,3,3573,7684
DPM1,8813,MOCS3,27304,,25171417,Daisy,0.2,1,173.0,0,0,1,0,0,0,2,2247,4910
HDAC1,3065,PRKDC,5591,,31300006,CRISPR/CRISPRi,0.16,1,412.0,2,0,3,4,2,1,6,3493,6526
HDAC1,3065,NAE1,8883,,23100467,GenomeRNAi,0.611,1,0.0,2,0,1,3,0,0,4,3493,5202
HDAC1,3065,TP53,7157,,23728082,computer analysis,0.3,1,990.0,20,0,10,6,8,11,6,3493,8792
HDAC1,3065,HDAC6,10013,,31300006,CRISPR/CRISPRi,0.74,1,955.0,15,0,7,6,4,3,6,3493,3500
C7orf26,79034,POM121,9883,,25171417,Daisy,0.2,1,0.0,0,0,0,0,0,0,0,970,6362
METTL3,56339,PRPF39,55015,,25171417,Daisy,0.2,1,0.0,0,0,1,0,0,0,2,4802,6553
FBXO31,79791,ZNF500,26048,,25171417,computer analysis,0.3,1,0.0,0,0,1,1,0,0,3,2811,9723
FBXO31,79791,ZNF574,64763,,25171417,computer analysis,0.3,1,0.0,0,0,0,0,0,0,0,2811,9751
SRP9,7072,TIA1,6726,,25171417,computer analysis,0.3,1,238.0,0,0,2,1,0,0,3,8082,8522
TIA1,7072,ZNF184,7738,,25171417,computer analysis,0.3,1,0.0,0,0,0,1,0,0,2,8522,9639
KPTN,11133,STRN4,29888,,25171417,Daisy,0.2,1,0.0,0,0,0,0,0,0,0,4254,8203
KPTN,11133,NAE1,8883,,23100467,GenomeRNAi,0.575,1,0.0,0,0,0,0,0,0,0,4254,5202
MRPL36,64979,RBM17,84991,,31300006,CRISPR/CRISPRi,0.21,1,0.0,0,0,1,0,0,0,2,4984,6904
MRPL36,64979,NACA,4666,,31300006,CRISPR/CRISPRi,0.31,1,0.0,0,0,0,0,0,0,0,4984,5197
MRPL36,64979,REXO2,25996,,31300006,CRISPR/CRISPRi,0.25,1,268.0,0,0,0,1,0,0,2,4984,6979
MRPL36,64979,PSMD12,5718,,31300006,CRISPR/CRISPRi,0.18,1,0.0,1,0,1,0,0,0,3,4984,6623
MRPL36,64979,NUP54,53371,,31300006,CRISPR/CRISPRi,0.19,1,0.0,1,0,1,0,0,0,3,4984,5600
MRPL36,64979,TIMELESS,8914,,31300006,CRISPR/CRISPRi,0.18,1,223.0,0,0,1,0,0,0,2,4984,8530
LHX2,9355,MYC,4609,,22157079,GenomeRNAi,0.551,1,0.0,1,0,2,2,2,1,6,4399,5125
LHX2,9355,NAE1,8883,,23100467,GenomeRNAi,0.611,1,0.0,0,0,1,0,0,0,2,4399,5202
